images_list,label
d:\deepfakes_video_classification\train_face\video_87\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_87\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_87\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_371\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_258\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_213\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_297\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_665\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_222\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_453\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_275\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_388\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_274\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_729\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_522\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_380\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_188\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_221\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_718\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_477\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_684\image_9.jpg,image
